dataset,level,transition,pure_default_optimizer_boundary,opcode,total_before,total_after,total_delta,cases_changed
public_v1,O3,main_combined_custom_plus_opt_1_2,False,sdiv,261,50,-211,18
public_v1,O3,main_combined_custom_plus_opt_1_2,False,srem,92,23,-69,12
public_v1,O3,main_combined_custom_plus_opt_1_2,False,udiv,23,9,-14,6
public_v1,O3,bundle_exact_pointer_passes,False,sdiv,50,50,0,0
public_v1,O3,bundle_exact_pointer_passes,False,srem,23,23,0,0
public_v1,O3,bundle_exact_pointer_passes,False,udiv,9,9,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,sdiv,50,50,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,srem,23,23,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,udiv,9,9,0,0
public_v1,O3,custom_storage_delift,False,sdiv,50,50,0,0
public_v1,O3,custom_storage_delift,False,srem,23,23,0,0
public_v1,O3,custom_storage_delift,False,udiv,9,9,0,0
public_v1,O3,custom_residual_strip,False,sdiv,50,50,0,0
public_v1,O3,custom_residual_strip,False,srem,23,23,0,0
public_v1,O3,custom_residual_strip,False,udiv,9,9,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,sdiv,50,52,2,1
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,srem,23,23,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,udiv,9,9,0,0
public_v1,O3,main_combined_custom_plus_opt_1_2,False,fneg,0,1,1,1
public_v1,O3,bundle_exact_pointer_passes,False,fneg,1,1,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,fneg,1,1,0,0
public_v1,O3,custom_storage_delift,False,fneg,1,1,0,0
public_v1,O3,custom_residual_strip,False,fneg,1,1,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,fneg,1,1,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,freeze,8,10,2,1
public_v1,O3,custom_storage_delift,False,freeze,10,10,0,0
public_v1,O3,custom_residual_strip,False,freeze,10,10,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,freeze,10,10,0,0
public_v1,O3,main_combined_custom_plus_opt_1_2,False,freeze,0,8,8,4
public_v1,O3,bundle_exact_pointer_passes,False,freeze,8,8,0,0
public_v1,O3,main_combined_custom_plus_opt_1_2,False,uitofp,0,1,1,1
public_v1,O3,bundle_exact_pointer_passes,False,uitofp,1,1,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,uitofp,1,1,0,0
public_v1,O3,custom_storage_delift,False,uitofp,1,1,0,0
public_v1,O3,custom_residual_strip,False,uitofp,1,1,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,uitofp,1,1,0,0
public_v1,O3,main_combined_custom_plus_opt_1_2,False,urem,0,8,8,2
public_v1,O3,bundle_exact_pointer_passes,False,urem,8,8,0,0
public_v1,O3,llvm_default_opt_boundary_3,True,urem,8,8,0,0
public_v1,O3,custom_storage_delift,False,urem,8,8,0,0
public_v1,O3,custom_residual_strip,False,urem,8,8,0,0
public_v1,O3,final_tail_opt_4_plus_custom_cleanup,False,urem,8,8,0,0
public_v1,O3,main_combined_custom_plus_opt_1_2,False,extractelement,8,0,-8,2
