dataset,level,sample_id,boundary,production_replay_valid,opcode,before,after,delta
public_v1,O3,p00678,bundle_default_opt_4,True,inttoptr,3,3,0
public_v1,O3,p00678,bundle_default_opt_4,True,load,91,91,0
public_v1,O3,p00678,bundle_default_opt_4,True,mul,18,18,0
public_v1,O3,p00678,bundle_default_opt_4,True,or,66,66,0
public_v1,O3,p00678,bundle_default_opt_4,True,phi,88,88,0
public_v1,O3,p00678,bundle_default_opt_4,True,ptrtoint,5,5,0
public_v1,O3,p00678,bundle_default_opt_4,True,ret,5,5,0
public_v1,O3,p00678,bundle_default_opt_4,True,select,20,20,0
public_v1,O3,p00678,bundle_default_opt_4,True,sext,8,8,0
public_v1,O3,p00678,bundle_default_opt_4,True,shl,8,8,0
public_v1,O3,p00678,bundle_default_opt_4,True,sitofp,5,5,0
public_v1,O3,p00678,bundle_default_opt_4,True,store,151,151,0
public_v1,O3,p00678,bundle_default_opt_4,True,switch,4,4,0
public_v1,O3,p00678,bundle_default_opt_4,True,trunc,22,22,0
public_v1,O3,p00678,bundle_default_opt_4,True,unreachable,3,3,0
public_v1,O3,p00678,bundle_default_opt_4,True,xor,45,45,0
public_v1,O3,p00678,bundle_default_opt_4,True,zext,87,87,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,add,54,54,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,alloca,7,7,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,and,75,75,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,bitcast,11,11,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,br,79,79,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,call,29,29,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,extractvalue,61,61,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,fadd,13,13,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,fcmp,11,11,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,fdiv,5,5,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,fmul,2,2,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,fsub,2,2,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,getelementptr,125,125,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,icmp,51,51,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,insertvalue,29,29,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,inttoptr,3,3,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,load,91,91,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,mul,18,18,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,or,66,66,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,phi,88,88,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,ptrtoint,5,5,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,ret,5,5,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,select,20,20,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,sext,8,8,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,shl,8,8,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,sitofp,5,5,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,store,151,151,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,switch,4,4,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,trunc,22,22,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,unreachable,3,3,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,xor,45,45,0
public_v1,O3,p00678,bundle_post_opt_4_custom_cleanup,True,zext,87,87,0
public_v1,O3,p00693,main_default_opt_1,True,add,148,106,-42
public_v1,O3,p00693,main_default_opt_1,True,alloca,11,5,-6
public_v1,O3,p00693,main_default_opt_1,True,and,28,6,-22
public_v1,O3,p00693,main_default_opt_1,True,ashr,1,1,0
public_v1,O3,p00693,main_default_opt_1,True,br,34,27,-7
public_v1,O3,p00693,main_default_opt_1,True,call,32,18,-14
public_v1,O3,p00693,main_default_opt_1,True,extractvalue,20,4,-16
public_v1,O3,p00693,main_default_opt_1,True,getelementptr,270,157,-113
public_v1,O3,p00693,main_default_opt_1,True,icmp,119,92,-27
public_v1,O3,p00693,main_default_opt_1,True,insertvalue,37,2,-35
public_v1,O3,p00693,main_default_opt_1,True,inttoptr,31,22,-9
public_v1,O3,p00693,main_default_opt_1,True,load,108,60,-48
public_v1,O3,p00693,main_default_opt_1,True,lshr,9,3,-6
public_v1,O3,p00693,main_default_opt_1,True,mul,21,14,-7
public_v1,O3,p00693,main_default_opt_1,True,or,11,4,-7
public_v1,O3,p00693,main_default_opt_1,True,phi,16,22,6
public_v1,O3,p00693,main_default_opt_1,True,ptrtoint,15,10,-5
public_v1,O3,p00693,main_default_opt_1,True,ret,4,3,-1
public_v1,O3,p00693,main_default_opt_1,True,select,98,79,-19
public_v1,O3,p00693,main_default_opt_1,True,sext,16,14,-2
public_v1,O3,p00693,main_default_opt_1,True,store,260,143,-117
public_v1,O3,p00693,main_default_opt_1,True,sub,27,3,-24
public_v1,O3,p00693,main_default_opt_1,True,trunc,16,5,-11
public_v1,O3,p00693,main_default_opt_1,True,xor,23,6,-17
public_v1,O3,p00693,main_default_opt_1,True,zext,33,18,-15
public_v1,O3,p00693,main_default_opt_2,True,add,99,98,-1
public_v1,O3,p00693,main_default_opt_2,True,alloca,5,5,0
public_v1,O3,p00693,main_default_opt_2,True,and,101,1,-100
public_v1,O3,p00693,main_default_opt_2,True,ashr,1,1,0
public_v1,O3,p00693,main_default_opt_2,True,br,27,27,0
public_v1,O3,p00693,main_default_opt_2,True,call,16,18,2
public_v1,O3,p00693,main_default_opt_2,True,extractvalue,4,4,0
public_v1,O3,p00693,main_default_opt_2,True,getelementptr,165,149,-16
public_v1,O3,p00693,main_default_opt_2,True,icmp,109,85,-24
public_v1,O3,p00693,main_default_opt_2,True,insertvalue,2,2,0
public_v1,O3,p00693,main_default_opt_2,True,inttoptr,25,21,-4
public_v1,O3,p00693,main_default_opt_2,True,load,47,47,0
public_v1,O3,p00693,main_default_opt_2,True,mul,13,13,0
public_v1,O3,p00693,main_default_opt_2,True,or,89,1,-88
public_v1,O3,p00693,main_default_opt_2,True,phi,21,20,-1
public_v1,O3,p00693,main_default_opt_2,True,ptrtoint,13,8,-5
public_v1,O3,p00693,main_default_opt_2,True,ret,3,3,0
public_v1,O3,p00693,main_default_opt_2,True,select,88,76,-12
public_v1,O3,p00693,main_default_opt_2,True,sext,14,14,0
public_v1,O3,p00693,main_default_opt_2,True,store,115,107,-8
public_v1,O3,p00693,main_default_opt_2,True,sub,16,4,-12
public_v1,O3,p00693,main_default_opt_2,True,trunc,3,1,-2
public_v1,O3,p00693,main_default_opt_2,True,xor,2,2,0
public_v1,O3,p00693,main_default_opt_2,True,zext,11,9,-2
public_v1,O3,p00693,bundle_default_opt_3,True,add,65,61,-4
public_v1,O3,p00693,bundle_default_opt_3,True,alloca,5,5,0
public_v1,O3,p00693,bundle_default_opt_3,True,and,1,1,0
public_v1,O3,p00693,bundle_default_opt_3,True,ashr,1,1,0
public_v1,O3,p00693,bundle_default_opt_3,True,br,27,26,-1
public_v1,O3,p00693,bundle_default_opt_3,True,call,31,32,1
public_v1,O3,p00693,bundle_default_opt_3,True,extractvalue,2,0,-2
public_v1,O3,p00693,bundle_default_opt_3,True,getelementptr,107,102,-5
public_v1,O3,p00693,bundle_default_opt_3,True,icmp,52,53,1
public_v1,O3,p00693,bundle_default_opt_3,True,insertvalue,2,0,-2
public_v1,O3,p00693,bundle_default_opt_3,True,inttoptr,10,10,0
public_v1,O3,p00693,bundle_default_opt_3,True,load,47,49,2
public_v1,O3,p00693,bundle_default_opt_3,True,mul,13,13,0
public_v1,O3,p00693,bundle_default_opt_3,True,or,1,1,0
public_v1,O3,p00693,bundle_default_opt_3,True,phi,20,14,-6
public_v1,O3,p00693,bundle_default_opt_3,True,ptrtoint,13,8,-5
public_v1,O3,p00693,bundle_default_opt_3,True,ret,5,5,0
public_v1,O3,p00693,bundle_default_opt_3,True,select,43,44,1
public_v1,O3,p00693,bundle_default_opt_3,True,sext,14,14,0
public_v1,O3,p00693,bundle_default_opt_3,True,store,107,111,4
public_v1,O3,p00693,bundle_default_opt_3,True,sub,5,1,-4
public_v1,O3,p00693,bundle_default_opt_3,True,trunc,1,1,0
public_v1,O3,p00693,bundle_default_opt_3,True,xor,2,2,0
public_v1,O3,p00693,bundle_default_opt_3,True,zext,9,9,0
public_v1,O3,p00693,bundle_default_opt_4,True,add,61,61,0
public_v1,O3,p00693,bundle_default_opt_4,True,alloca,5,5,0
public_v1,O3,p00693,bundle_default_opt_4,True,and,1,1,0
public_v1,O3,p00693,bundle_default_opt_4,True,ashr,1,1,0
public_v1,O3,p00693,bundle_default_opt_4,True,br,26,26,0
public_v1,O3,p00693,bundle_default_opt_4,True,call,32,32,0
public_v1,O3,p00693,bundle_default_opt_4,True,getelementptr,102,102,0
public_v1,O3,p00693,bundle_default_opt_4,True,icmp,53,53,0
public_v1,O3,p00693,bundle_default_opt_4,True,inttoptr,10,10,0
public_v1,O3,p00693,bundle_default_opt_4,True,load,49,49,0
public_v1,O3,p00693,bundle_default_opt_4,True,mul,13,13,0
public_v1,O3,p00693,bundle_default_opt_4,True,or,1,1,0
public_v1,O3,p00693,bundle_default_opt_4,True,phi,14,14,0
public_v1,O3,p00693,bundle_default_opt_4,True,ptrtoint,8,8,0
public_v1,O3,p00693,bundle_default_opt_4,True,ret,5,5,0
public_v1,O3,p00693,bundle_default_opt_4,True,select,44,44,0
public_v1,O3,p00693,bundle_default_opt_4,True,sext,14,14,0
public_v1,O3,p00693,bundle_default_opt_4,True,store,111,111,0
public_v1,O3,p00693,bundle_default_opt_4,True,sub,1,1,0
public_v1,O3,p00693,bundle_default_opt_4,True,trunc,1,1,0
public_v1,O3,p00693,bundle_default_opt_4,True,xor,2,2,0
public_v1,O3,p00693,bundle_default_opt_4,True,zext,9,9,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,add,61,61,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,alloca,5,5,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,and,1,1,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,ashr,1,1,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,br,26,26,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,call,32,32,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,getelementptr,102,102,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,icmp,53,53,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,inttoptr,10,10,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,load,49,49,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,mul,13,13,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,or,1,1,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,phi,14,14,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,ptrtoint,8,8,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,ret,5,5,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,select,44,44,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,sext,14,14,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,store,111,111,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,sub,1,1,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,trunc,1,1,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,xor,2,2,0
public_v1,O3,p00693,bundle_post_opt_4_custom_cleanup,True,zext,9,9,0
public_v1,O3,p00788,main_default_opt_1,True,add,134,51,-83
public_v1,O3,p00788,main_default_opt_1,True,alloca,5,1,-4
public_v1,O3,p00788,main_default_opt_1,True,and,64,44,-20
public_v1,O3,p00788,main_default_opt_1,True,ashr,4,2,-2
public_v1,O3,p00788,main_default_opt_1,True,br,51,44,-7
public_v1,O3,p00788,main_default_opt_1,True,call,27,15,-12
public_v1,O3,p00788,main_default_opt_1,True,extractvalue,27,5,-22
public_v1,O3,p00788,main_default_opt_1,True,getelementptr,202,63,-139
public_v1,O3,p00788,main_default_opt_1,True,icmp,91,53,-38
public_v1,O3,p00788,main_default_opt_1,True,insertvalue,52,4,-48
public_v1,O3,p00788,main_default_opt_1,True,inttoptr,16,8,-8
public_v1,O3,p00788,main_default_opt_1,True,load,121,84,-37
public_v1,O3,p00788,main_default_opt_1,True,lshr,9,4,-5
public_v1,O3,p00788,main_default_opt_1,True,mul,25,23,-2
public_v1,O3,p00788,main_default_opt_1,True,or,34,29,-5
public_v1,O3,p00788,main_default_opt_1,True,phi,23,24,1
public_v1,O3,p00788,main_default_opt_1,True,ptrtoint,10,5,-5
public_v1,O3,p00788,main_default_opt_1,True,ret,5,3,-2
public_v1,O3,p00788,main_default_opt_1,True,sdiv,5,5,0
public_v1,O3,p00788,main_default_opt_1,True,select,52,28,-24
public_v1,O3,p00788,main_default_opt_1,True,sext,8,8,0
public_v1,O3,p00788,main_default_opt_1,True,shl,4,2,-2
public_v1,O3,p00788,main_default_opt_1,True,srem,2,1,-1
public_v1,O3,p00788,main_default_opt_1,True,store,179,106,-73
public_v1,O3,p00788,main_default_opt_1,True,sub,64,5,-59
public_v1,O3,p00788,main_default_opt_1,True,switch,2,1,-1
public_v1,O3,p00788,main_default_opt_1,True,trunc,28,18,-10
public_v1,O3,p00788,main_default_opt_1,True,udiv,1,1,0
public_v1,O3,p00788,main_default_opt_1,True,unreachable,11,9,-2
public_v1,O3,p00788,main_default_opt_1,True,xor,32,25,-7
public_v1,O3,p00788,main_default_opt_1,True,zext,65,48,-17
public_v1,O3,p00788,main_default_opt_2,True,add,38,35,-3
public_v1,O3,p00788,main_default_opt_2,True,alloca,3,3,0
public_v1,O3,p00788,main_default_opt_2,True,and,11,2,-9
public_v1,O3,p00788,main_default_opt_2,True,ashr,2,0,-2
public_v1,O3,p00788,main_default_opt_2,True,br,44,44,0
public_v1,O3,p00788,main_default_opt_2,True,call,17,11,-6
public_v1,O3,p00788,main_default_opt_2,True,extractvalue,4,0,-4
public_v1,O3,p00788,main_default_opt_2,True,getelementptr,66,58,-8
public_v1,O3,p00788,main_default_opt_2,True,icmp,40,40,0
public_v1,O3,p00788,main_default_opt_2,True,insertvalue,4,0,-4
public_v1,O3,p00788,main_default_opt_2,True,inttoptr,6,6,0
public_v1,O3,p00788,main_default_opt_2,True,load,53,47,-6
public_v1,O3,p00788,main_default_opt_2,True,lshr,1,1,0
public_v1,O3,p00788,main_default_opt_2,True,mul,14,13,-1
public_v1,O3,p00788,main_default_opt_2,True,or,10,2,-8
public_v1,O3,p00788,main_default_opt_2,True,phi,7,7,0
public_v1,O3,p00788,main_default_opt_2,True,ptrtoint,3,2,-1
public_v1,O3,p00788,main_default_opt_2,True,ret,3,2,-1
public_v1,O3,p00788,main_default_opt_2,True,sdiv,5,6,1
public_v1,O3,p00788,main_default_opt_2,True,select,28,29,1
public_v1,O3,p00788,main_default_opt_2,True,sext,8,10,2
public_v1,O3,p00788,main_default_opt_2,True,shl,2,0,-2
public_v1,O3,p00788,main_default_opt_2,True,srem,1,2,1
public_v1,O3,p00788,main_default_opt_2,True,store,78,96,18
public_v1,O3,p00788,main_default_opt_2,True,sub,5,1,-4
public_v1,O3,p00788,main_default_opt_2,True,switch,1,1,0
public_v1,O3,p00788,main_default_opt_2,True,trunc,12,8,-4
public_v1,O3,p00788,main_default_opt_2,True,udiv,1,1,0
public_v1,O3,p00788,main_default_opt_2,True,unreachable,9,9,0
public_v1,O3,p00788,main_default_opt_2,True,xor,4,2,-2
public_v1,O3,p00788,main_default_opt_2,True,zext,10,5,-5
public_v1,O3,p00788,bundle_default_opt_3,True,add,12,12,0
public_v1,O3,p00788,bundle_default_opt_3,True,alloca,8,2,-6
public_v1,O3,p00788,bundle_default_opt_3,True,and,2,2,0
public_v1,O3,p00788,bundle_default_opt_3,True,br,40,40,0
public_v1,O3,p00788,bundle_default_opt_3,True,call,11,11,0
public_v1,O3,p00788,bundle_default_opt_3,True,icmp,22,22,0
public_v1,O3,p00788,bundle_default_opt_3,True,load,11,4,-7
public_v1,O3,p00788,bundle_default_opt_3,True,lshr,1,1,0
public_v1,O3,p00788,bundle_default_opt_3,True,mul,11,9,-2
public_v1,O3,p00788,bundle_default_opt_3,True,or,2,2,0
public_v1,O3,p00788,bundle_default_opt_3,True,phi,24,30,6
public_v1,O3,p00788,bundle_default_opt_3,True,ret,2,2,0
public_v1,O3,p00788,bundle_default_opt_3,True,sdiv,6,6,0
public_v1,O3,p00788,bundle_default_opt_3,True,select,9,11,2
public_v1,O3,p00788,bundle_default_opt_3,True,sext,10,10,0
public_v1,O3,p00788,bundle_default_opt_3,True,srem,2,2,0
public_v1,O3,p00788,bundle_default_opt_3,True,store,7,2,-5
public_v1,O3,p00788,bundle_default_opt_3,True,switch,1,1,0
public_v1,O3,p00788,bundle_default_opt_3,True,trunc,8,8,0
public_v1,O3,p00788,bundle_default_opt_3,True,udiv,1,1,0
public_v1,O3,p00788,bundle_default_opt_3,True,unreachable,9,9,0
public_v1,O3,p00788,bundle_default_opt_3,True,xor,2,2,0
public_v1,O3,p00788,bundle_default_opt_3,True,zext,2,2,0
public_v1,O3,p00788,bundle_default_opt_4,True,add,12,12,0
public_v1,O3,p00788,bundle_default_opt_4,True,alloca,2,2,0
public_v1,O3,p00788,bundle_default_opt_4,True,and,2,2,0
public_v1,O3,p00788,bundle_default_opt_4,True,br,40,40,0
public_v1,O3,p00788,bundle_default_opt_4,True,call,11,11,0
public_v1,O3,p00788,bundle_default_opt_4,True,icmp,22,22,0
public_v1,O3,p00788,bundle_default_opt_4,True,load,4,4,0
public_v1,O3,p00788,bundle_default_opt_4,True,lshr,1,1,0
public_v1,O3,p00788,bundle_default_opt_4,True,mul,9,9,0
public_v1,O3,p00788,bundle_default_opt_4,True,or,2,2,0
public_v1,O3,p00788,bundle_default_opt_4,True,phi,30,30,0
public_v1,O3,p00788,bundle_default_opt_4,True,ret,2,2,0
public_v1,O3,p00788,bundle_default_opt_4,True,sdiv,6,6,0
public_v1,O3,p00788,bundle_default_opt_4,True,select,11,11,0
public_v1,O3,p00788,bundle_default_opt_4,True,sext,10,10,0
public_v1,O3,p00788,bundle_default_opt_4,True,srem,2,2,0
public_v1,O3,p00788,bundle_default_opt_4,True,store,2,2,0
public_v1,O3,p00788,bundle_default_opt_4,True,switch,1,1,0
public_v1,O3,p00788,bundle_default_opt_4,True,trunc,8,8,0
public_v1,O3,p00788,bundle_default_opt_4,True,udiv,1,1,0
public_v1,O3,p00788,bundle_default_opt_4,True,unreachable,9,9,0
public_v1,O3,p00788,bundle_default_opt_4,True,xor,2,2,0
public_v1,O3,p00788,bundle_default_opt_4,True,zext,2,2,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,add,12,12,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,alloca,2,2,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,and,2,2,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,br,40,40,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,call,11,11,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,icmp,22,22,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,load,4,4,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,lshr,1,1,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,mul,9,9,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,or,2,2,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,phi,30,30,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,ret,2,2,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,sdiv,6,6,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,select,11,11,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,sext,10,10,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,srem,2,2,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,store,2,2,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,switch,1,1,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,trunc,8,8,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,udiv,1,1,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,unreachable,9,9,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,xor,2,2,0
public_v1,O3,p00788,bundle_post_opt_4_custom_cleanup,True,zext,2,2,0
public_v1,O3,p00793,main_default_opt_1,True,add,298,300,2
public_v1,O3,p00793,main_default_opt_1,True,alloca,5,5,0
public_v1,O3,p00793,main_default_opt_1,True,and,129,154,25
public_v1,O3,p00793,main_default_opt_1,True,bitcast,37,34,-3
public_v1,O3,p00793,main_default_opt_1,True,br,93,94,1
public_v1,O3,p00793,main_default_opt_1,True,call,48,60,12
public_v1,O3,p00793,main_default_opt_1,True,fadd,11,8,-3
public_v1,O3,p00793,main_default_opt_1,True,fcmp,16,14,-2
public_v1,O3,p00793,main_default_opt_1,True,fdiv,4,4,0
public_v1,O3,p00793,main_default_opt_1,True,fmul,12,12,0
public_v1,O3,p00793,main_default_opt_1,True,fneg,1,1,0
public_v1,O3,p00793,main_default_opt_1,True,fsub,30,31,1
public_v1,O3,p00793,main_default_opt_1,True,getelementptr,300,258,-42
public_v1,O3,p00793,main_default_opt_1,True,icmp,179,198,19
public_v1,O3,p00793,main_default_opt_1,True,inttoptr,171,158,-13
public_v1,O3,p00793,main_default_opt_1,True,load,624,618,-6
public_v1,O3,p00793,main_default_opt_1,True,lshr,56,76,20
public_v1,O3,p00793,main_default_opt_1,True,mul,17,17,0
public_v1,O3,p00793,main_default_opt_1,True,or,56,56,0
public_v1,O3,p00793,main_default_opt_1,True,phi,412,428,16
public_v1,O3,p00793,main_default_opt_1,True,ptrtoint,5,3,-2
public_v1,O3,p00793,main_default_opt_1,True,ret,9,8,-1
public_v1,O3,p00793,main_default_opt_1,True,select,96,96,0
public_v1,O3,p00793,main_default_opt_1,True,sext,10,10,0
public_v1,O3,p00793,main_default_opt_1,True,shl,10,10,0
public_v1,O3,p00793,main_default_opt_1,True,store,2487,2432,-55
public_v1,O3,p00793,main_default_opt_1,True,switch,9,9,0
public_v1,O3,p00793,main_default_opt_1,True,trunc,88,117,29
public_v1,O3,p00793,main_default_opt_1,True,unreachable,4,4,0
public_v1,O3,p00793,main_default_opt_1,True,xor,104,147,43
public_v1,O3,p00793,main_default_opt_1,True,zext,129,155,26
public_v1,O3,p00793,main_default_opt_2,True,add,297,287,-10
public_v1,O3,p00793,main_default_opt_2,True,alloca,6,6,0
public_v1,O3,p00793,main_default_opt_2,True,and,156,134,-22
public_v1,O3,p00793,main_default_opt_2,True,bitcast,34,34,0
public_v1,O3,p00793,main_default_opt_2,True,br,94,93,-1
public_v1,O3,p00793,main_default_opt_2,True,call,60,54,-6
public_v1,O3,p00793,main_default_opt_2,True,fadd,8,8,0
public_v1,O3,p00793,main_default_opt_2,True,fcmp,14,14,0
public_v1,O3,p00793,main_default_opt_2,True,fdiv,4,4,0
public_v1,O3,p00793,main_default_opt_2,True,fmul,12,12,0
public_v1,O3,p00793,main_default_opt_2,True,fneg,1,1,0
public_v1,O3,p00793,main_default_opt_2,True,fsub,31,31,0
public_v1,O3,p00793,main_default_opt_2,True,getelementptr,267,262,-5
public_v1,O3,p00793,main_default_opt_2,True,icmp,202,176,-26
public_v1,O3,p00793,main_default_opt_2,True,inttoptr,152,151,-1
public_v1,O3,p00793,main_default_opt_2,True,load,619,619,0
public_v1,O3,p00793,main_default_opt_2,True,lshr,76,66,-10
public_v1,O3,p00793,main_default_opt_2,True,mul,17,17,0
public_v1,O3,p00793,main_default_opt_2,True,or,56,55,-1
public_v1,O3,p00793,main_default_opt_2,True,phi,428,430,2
public_v1,O3,p00793,main_default_opt_2,True,ptrtoint,4,4,0
public_v1,O3,p00793,main_default_opt_2,True,ret,8,8,0
public_v1,O3,p00793,main_default_opt_2,True,select,98,98,0
public_v1,O3,p00793,main_default_opt_2,True,sext,10,10,0
public_v1,O3,p00793,main_default_opt_2,True,shl,10,10,0
public_v1,O3,p00793,main_default_opt_2,True,store,2433,2429,-4
public_v1,O3,p00793,main_default_opt_2,True,sub,2,0,-2
public_v1,O3,p00793,main_default_opt_2,True,switch,9,9,0
public_v1,O3,p00793,main_default_opt_2,True,trunc,117,101,-16
public_v1,O3,p00793,main_default_opt_2,True,unreachable,4,4,0
public_v1,O3,p00793,main_default_opt_2,True,xor,147,103,-44
public_v1,O3,p00793,main_default_opt_2,True,zext,155,118,-37
public_v1,O3,p00793,bundle_default_opt_3,True,add,203,203,0
public_v1,O3,p00793,bundle_default_opt_3,True,alloca,6,6,0
public_v1,O3,p00793,bundle_default_opt_3,True,and,134,134,0
public_v1,O3,p00793,bundle_default_opt_3,True,bitcast,34,36,2
public_v1,O3,p00793,bundle_default_opt_3,True,br,93,93,0
public_v1,O3,p00793,bundle_default_opt_3,True,call,97,97,0
public_v1,O3,p00793,bundle_default_opt_3,True,fadd,8,8,0
public_v1,O3,p00793,bundle_default_opt_3,True,fcmp,14,14,0
public_v1,O3,p00793,bundle_default_opt_3,True,fdiv,4,4,0
public_v1,O3,p00793,bundle_default_opt_3,True,fmul,12,12,0
public_v1,O3,p00793,bundle_default_opt_3,True,fneg,1,1,0
public_v1,O3,p00793,bundle_default_opt_3,True,fsub,31,31,0
public_v1,O3,p00793,bundle_default_opt_3,True,getelementptr,136,136,0
public_v1,O3,p00793,bundle_default_opt_3,True,icmp,92,92,0
public_v1,O3,p00793,bundle_default_opt_3,True,inttoptr,109,109,0
public_v1,O3,p00793,bundle_default_opt_3,True,load,619,598,-21
public_v1,O3,p00793,bundle_default_opt_3,True,lshr,66,66,0
public_v1,O3,p00793,bundle_default_opt_3,True,mul,17,17,0
public_v1,O3,p00793,bundle_default_opt_3,True,or,55,55,0
public_v1,O3,p00793,bundle_default_opt_3,True,phi,430,430,0
public_v1,O3,p00793,bundle_default_opt_3,True,ptrtoint,4,4,0
public_v1,O3,p00793,bundle_default_opt_3,True,ret,9,9,0
public_v1,O3,p00793,bundle_default_opt_3,True,select,14,14,0
public_v1,O3,p00793,bundle_default_opt_3,True,sext,10,10,0
public_v1,O3,p00793,bundle_default_opt_3,True,shl,10,10,0
public_v1,O3,p00793,bundle_default_opt_3,True,store,2429,2301,-128
public_v1,O3,p00793,bundle_default_opt_3,True,switch,9,9,0
public_v1,O3,p00793,bundle_default_opt_3,True,trunc,101,101,0
public_v1,O3,p00793,bundle_default_opt_3,True,unreachable,4,4,0
public_v1,O3,p00793,bundle_default_opt_3,True,xor,103,103,0
public_v1,O3,p00793,bundle_default_opt_3,True,zext,118,118,0
public_v1,O3,p00793,bundle_default_opt_4,True,add,203,203,0
public_v1,O3,p00793,bundle_default_opt_4,True,alloca,6,6,0
public_v1,O3,p00793,bundle_default_opt_4,True,and,134,134,0
