sample_id,category,treatment,status,failure_reason,llm_calls,input_tokens,output_tokens,total_runtime_seconds,compile_success_first,compile_success_final,iteration1_outcome,compiler_attempts,compile_repair_rounds,behavioral_repair_rounds,behavior_before_repair,behavior_after_repair,fuzz_total,fuzz_matches,fuzz_trajectory_matches_mismatches_inconclusive,max_tokens_responses,instructions_raw,instructions_clean,instruction_reduction,basic_blocks_raw,basic_blocks_clean,bb_reduction,conditional_branches_raw,conditional_branches_clean,branches_reduction,prepared_binary_status,native_contract_status,native_output_class,native_contract_violations
h00025,structural_control_flow,F3-O2,PASS,PASS,3,207912,3322,103.61324954032898,True,True,FUZZ_490/510/0,2,0,1,"matches=490, mismatches=510","matches=1000, mismatches=0",1000,1000,i1:490/510/0;i2:1000/0/0,1,1281,754,0.41139734582357534,124,44,0.6451612903225806,43,5,0.8837209302325582,FAIL,non_compliant,compat_runnable,12
h00025,structural_control_flow,F3-O3,PASS,PASS,2,115568,708,57.67107081413269,True,True,FUZZ_121/879/0,2,0,1,"matches=121, mismatches=879","matches=1000, mismatches=0",1000,1000,i1:121/879/0;i2:1000/0/0,0,1281,754,0.41139734582357534,124,44,0.6451612903225806,43,5,0.8837209302325582,FAIL,non_compliant,compat_runnable,12
h00026,graph_algorithms,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: decompiler undefined-width type.,1,27038,5949,30.91370895200089,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00026,graph_algorithms,B1,PASS,PASS,2,54547,6536,57.02231192588806,False,True,REJECT_UNDEFINED_WIDTH,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00026,graph_algorithms,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,17693,487,8.30278205871582,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00026,graph_algorithms,B3,PASS,PASS,2,55952,1047,28.740516901016235,True,True,FUZZ_975/25/0,2,0,1,"matches=975, mismatches=25","matches=1000, mismatches=0",1000,1000,i1:975/25/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00026,graph_algorithms,F3-O1,PASS,PASS,2,173977,1105,122.30002880096436,True,True,FUZZ_978/22/0,2,0,1,"matches=978, mismatches=22","matches=1000, mismatches=0",1000,1000,i1:978/22/0;i2:1000/0/0,0,1718,934,0.4563445867287544,188,67,0.6436170212765957,76,5,0.9342105263157895,FAIL,non_compliant,compat_runnable,2
h00026,graph_algorithms,F3-O2,PASS,PASS,2,136325,1071,74.1106493473053,True,True,FUZZ_991/9/0,2,0,1,"matches=991, mismatches=9","matches=1000, mismatches=0",1000,1000,i1:991/9/0;i2:1000/0/0,0,1718,897,0.4778812572759022,188,67,0.6436170212765957,76,5,0.9342105263157895,FAIL,non_compliant,compat_runnable,2
h00026,graph_algorithms,F3-O3,PASS,PASS,2,147834,1189,87.30167174339294,True,True,FUZZ_966/34/0,2,0,1,"matches=966, mismatches=34","matches=1000, mismatches=0",1000,1000,i1:966/34/0;i2:1000/0/0,0,1718,897,0.4778812572759022,188,67,0.6436170212765957,76,5,0.9342105263157895,FAIL,non_compliant,compat_runnable,2
h00027,graph_algorithms,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: import-thunk pointer.,1,19970,4665,21.37791683099931,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00027,graph_algorithms,B1,PASS,PASS,2,46081,5307,38.643149614334106,False,True,REJECT_MISSING_MAIN,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00027,graph_algorithms,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,24508,563,15.460798025131226,True,True,FUZZ_980/20/0,1,0,0,"matches=980, mismatches=20","matches=980, mismatches=20",1000,980,i1:980/20/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00027,graph_algorithms,B3,PASS,PASS,3,100129,1607,66.88486671447754,True,True,FUZZ_0/1000/0,3,0,2,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:883/117/0;i3:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00027,graph_algorithms,F3-O1,PASS,PASS,2,197340,1078,119.92253684997559,True,True,FUZZ_986/14/0,2,0,1,"matches=986, mismatches=14","matches=1000, mismatches=0",1000,1000,i1:986/14/0;i2:1000/0/0,0,1746,1106,0.3665521191294387,190,82,0.5684210526315789,77,6,0.922077922077922,FAIL,non_compliant,compat_runnable,11
h00027,graph_algorithms,F3-O2,PASS,PASS,2,188929,3101,87.24221920967102,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,1,1746,1117,0.3602520045819015,190,82,0.5684210526315789,77,6,0.922077922077922,FAIL,non_compliant,compat_runnable,11
h00027,graph_algorithms,F3-O3,PASS,PASS,2,169706,1219,98.34355282783508,True,True,FUZZ_908/92/0,2,0,1,"matches=908, mismatches=92","matches=1000, mismatches=0",1000,1000,i1:908/92/0;i2:1000/0/0,0,1746,1117,0.3602520045819015,190,82,0.5684210526315789,77,6,0.922077922077922,FAIL,non_compliant,compat_runnable,11
h00028,graph_algorithms,B0,INCONCLUSIVE,RecoveryError: LLM response is incomplete: missing a real int main(...) definition.,1,29372,6137,38.65734047500155,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00028,graph_algorithms,B1,INCONCLUSIVE,INCONCLUSIVE,2,54271,5503,49.624149322509766,False,True,REJECT_UNDEFINED_WIDTH,1,0,0,"matches=998, mismatches=0","matches=998, mismatches=0",1000,998,i2:998/0/2,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00028,graph_algorithms,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,20684,637,11.335742473602295,True,True,FUZZ_977/21/2,1,0,0,"matches=977, mismatches=21","matches=977, mismatches=21",1000,977,i1:977/21/2,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00028,graph_algorithms,B3,PASS,PASS,3,113276,1963,83.88068222999573,True,True,FUZZ_0/91/0,3,0,2,"matches=0, mismatches=91","matches=1000, mismatches=0",1000,1000,i1:0/91/0;i2:399/599/2;i3:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00028,graph_algorithms,F3-O1,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,2,113763,1303,98.2100772857666,True,True,FUZZ_987/13/0,2,0,1,"matches=987, mismatches=13","matches=997, mismatches=0",1000,997,i1:987/13/0;i2:997/0/3,0,1802,507,0.718645948945616,175,58,0.6685714285714286,70,2,0.9714285714285714,FAIL,non_compliant,compat_runnable,1
h00028,graph_algorithms,F3-O2,PASS,PASS,2,130293,1347,119.33078527450562,True,True,FUZZ_917/83/0,2,0,1,"matches=917, mismatches=83","matches=1000, mismatches=0",1000,1000,i1:917/83/0;i2:1000/0/0,0,1802,507,0.718645948945616,175,58,0.6685714285714286,70,2,0.9714285714285714,FAIL,non_compliant,compat_runnable,1
h00028,graph_algorithms,F3-O3,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,3,239861,4021,190.17739748954773,True,True,FUZZ_902/97/1,2,0,1,"matches=902, mismatches=97","matches=998, mismatches=0",1000,998,i1:902/97/1;i2:998/0/2,1,1802,507,0.718645948945616,175,58,0.6685714285714286,70,2,0.9714285714285714,FAIL,non_compliant,compat_runnable,1
h00029,graph_algorithms,B0,PASS,PASS,1,21702,5339,25.83260048700322,True,True,FUZZ_1000/0/0,1,0,0,,,1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00029,graph_algorithms,B1,PASS,PASS,1,19144,627,14.66653037071228,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00029,graph_algorithms,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,18813,573,9.785366535186768,True,True,FUZZ_0/11/0,1,0,0,"matches=0, mismatches=11","matches=0, mismatches=11",11,0,i1:0/11/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00029,graph_algorithms,B3,PASS,PASS,2,56035,1219,31.135509252548218,True,True,FUZZ_0/157/0,2,0,1,"matches=0, mismatches=157","matches=1000, mismatches=0",1000,1000,i1:0/157/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00029,graph_algorithms,F3-O1,PASS,PASS,1,100583,646,36.721027135849,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,2035,1740,0.14496314496314497,188,90,0.5212765957446809,75,17,0.7733333333333333,FAIL,non_compliant,compat_runnable,17
h00029,graph_algorithms,F3-O2,PASS,PASS,1,96211,641,30.721487998962402,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,2035,1724,0.15282555282555282,188,90,0.5212765957446809,75,17,0.7733333333333333,FAIL,non_compliant,compat_runnable,17
h00029,graph_algorithms,F3-O3,PASS,PASS,1,95650,624,30.472737073898315,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,2035,1724,0.15282555282555282,188,90,0.5212765957446809,75,17,0.7733333333333333,FAIL,non_compliant,compat_runnable,17
h00030,graph_algorithms,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: import-thunk pointer.,1,29960,7556,34.68344803999935,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00030,graph_algorithms,B1,PASS,PASS,2,50583,14139,32.28751277923584,False,True,COMPILE_LINKER_ERROR,2,1,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00030,graph_algorithms,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,28478,654,13.981631755828857,True,True,FUZZ_997/3/0,1,0,0,"matches=997, mismatches=3","matches=997, mismatches=3",1000,997,i1:997/3/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00030,graph_algorithms,B3,PASS,PASS,4,169268,4488,88.41999793052673,False,True,COMPILE_SYNTAX_ERROR,3,1,1,"matches=998, mismatches=2","matches=1000, mismatches=0",1000,1000,i2:998/2/0;i3:1000/0/0,1,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00030,graph_algorithms,F3-O1,PASS,PASS,5,348567,7064,234.066143989563,True,True,FUZZ_997/3/0,3,0,2,"matches=997, mismatches=3","matches=1000, mismatches=0",1000,1000,i1:997/3/0;i3:983/17/0;i4:1000/0/0,1,2132,636,0.701688555347092,243,92,0.6213991769547325,104,2,0.9807692307692307,FAIL,non_compliant,compat_runnable,1
h00030,graph_algorithms,F3-O2,PASS,PASS,2,129513,1320,81.47708678245544,True,True,FUZZ_958/42/0,2,0,1,"matches=958, mismatches=42","matches=1000, mismatches=0",1000,1000,i1:958/42/0;i2:1000/0/0,0,2132,636,0.701688555347092,243,92,0.6213991769547325,104,2,0.9807692307692307,FAIL,non_compliant,compat_runnable,1
h00030,graph_algorithms,F3-O3,PASS,PASS,3,206571,3796,141.19551157951355,True,True,FUZZ_991/9/0,2,0,1,"matches=991, mismatches=9","matches=1000, mismatches=0",1000,1000,i1:991/9/0;i2:1000/0/0,1,2132,636,0.701688555347092,243,92,0.6213991769547325,104,2,0.9807692307692307,FAIL,non_compliant,compat_runnable,1
h00031,data_structures,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: import-thunk pointer.,1,16189,5152,18.990494690995547,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00031,data_structures,B1,PASS,PASS,2,36793,5849,31.80475878715515,False,True,REJECT_MISSING_MAIN,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00031,data_structures,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,20778,537,13.030994415283203,True,True,FUZZ_945/55/0,1,0,0,"matches=945, mismatches=55","matches=945, mismatches=55",1000,945,i1:945/55/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00031,data_structures,B3,PASS,PASS,5,279307,2522,245.87019324302673,True,True,FUZZ_937/63/0,4,0,3,"matches=937, mismatches=63","matches=1000, mismatches=0",1000,1000,i1:937/63/0;i3:939/61/0;i4:984/16/0;i5:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00031,data_structures,F3-O1,PASS,PASS,5,512613,6878,301.7426815032959,True,True,FUZZ_996/4/0,3,0,2,"matches=996, mismatches=4","matches=1000, mismatches=0",1000,1000,i1:996/4/0;i3:923/77/0;i4:1000/0/0,1,1769,1174,0.3363482193329565,168,73,0.5654761904761905,66,10,0.8484848484848485,FAIL,non_compliant,compat_runnable,12
h00031,data_structures,F3-O2,PASS,PASS,2,169221,1095,88.69558000564575,True,True,FUZZ_995/5/0,2,0,1,"matches=995, mismatches=5","matches=1000, mismatches=0",1000,1000,i1:995/5/0;i2:1000/0/0,0,1769,1170,0.3386093838326738,168,73,0.5654761904761905,66,10,0.8484848484848485,FAIL,non_compliant,compat_runnable,12
h00031,data_structures,F3-O3,PASS,PASS,2,169424,1139,86.68252444267273,True,True,FUZZ_964/36/0,2,0,1,"matches=964, mismatches=36","matches=1000, mismatches=0",1000,1000,i1:964/36/0;i2:1000/0/0,0,1769,1170,0.3386093838326738,168,73,0.5654761904761905,66,10,0.8484848484848485,FAIL,non_compliant,compat_runnable,12
h00032,data_structures,B0,INCONCLUSIVE,"RecoveryError: LLM response is incomplete: unbalanced C syntax (braces=1, parens=1, brackets=1).",1,22117,4816,24.402348399999028,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00032,data_structures,B1,PASS,PASS,2,38587,4143,31.794901371002197,False,True,REJECT_UNBALANCED_SYNTAX,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00032,data_structures,B2,FAIL_COMPILE,FAIL_COMPILE,1,17527,375,7.098227500915527,False,False,REJECT_UNBALANCED_SYNTAX,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00032,data_structures,B3,PASS,PASS,2,50744,774,33.69335865974426,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00032,data_structures,F3-O1,PASS,PASS,2,180143,2950,101.24929904937744,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,1,1389,783,0.43628509719222464,167,70,0.5808383233532934,66,5,0.9242424242424242,FAIL,non_compliant,compat_runnable,11
h00032,data_structures,F3-O2,PASS,PASS,2,129611,788,66.91825604438782,False,True,REJECT_UNBALANCED_SYNTAX,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,1389,776,0.44132469402447805,167,70,0.5808383233532934,66,5,0.9242424242424242,FAIL,non_compliant,compat_runnable,11
h00032,data_structures,F3-O3,PASS,PASS,5,485054,8504,265.19670248031616,False,True,COMPILE_OTHER,2,1,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i3:1000/0/0,2,1389,776,0.44132469402447805,167,70,0.5808383233532934,66,5,0.9242424242424242,FAIL,non_compliant,compat_runnable,11
h00033,data_structures,B0,PASS,PASS,1,18994,4475,24.364209364001,True,True,FUZZ_1000/0/0,1,0,0,,,1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00033,data_structures,B1,PASS,PASS,2,40482,4167,37.95638298988342,False,True,REJECT_UNDEFINED_WIDTH,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00033,data_structures,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,20819,587,12.934322595596313,True,True,FUZZ_982/18/0,1,0,0,"matches=982, mismatches=18","matches=982, mismatches=18",1000,982,i1:982/18/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00033,data_structures,B3,PASS,PASS,2,83133,1207,88.66396903991699,True,True,FUZZ_990/10/0,2,0,1,"matches=990, mismatches=10","matches=1000, mismatches=0",1000,1000,i1:990/10/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00033,data_structures,F3-O1,PASS,PASS,1,59509,652,16.582942962646484,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1750,1175,0.32857142857142857,152,62,0.5921052631578947,58,6,0.896551724137931,PASS,non_compliant,compat_runnable,14
h00033,data_structures,F3-O2,PASS,PASS,1,59777,619,19.057793855667114,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1750,1157,0.33885714285714286,152,62,0.5921052631578947,58,6,0.896551724137931,PASS,non_compliant,compat_runnable,14
h00033,data_structures,F3-O3,PASS,PASS,1,64063,647,26.564449310302734,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1750,1157,0.33885714285714286,152,62,0.5921052631578947,58,6,0.896551724137931,PASS,non_compliant,compat_runnable,14
h00034,data_structures,B0,INCONCLUSIVE,RecoveryError: LLM response is incomplete: missing a real int main(...) definition.,1,25809,5560,32.91239049399883,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00034,data_structures,B1,PASS,PASS,2,40993,9805,28.507548809051514,False,True,COMPILE_UNDECLARED_SYMBOL,2,1,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00034,data_structures,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,19506,636,10.87875485420227,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00034,data_structures,B3,PASS,PASS,2,79980,1112,67.96845936775208,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00034,data_structures,F3-O1,PASS,PASS,2,215804,1221,110.70774245262146,True,True,FUZZ_284/716/0,2,0,1,"matches=284, mismatches=716","matches=1000, mismatches=0",1000,1000,i1:284/716/0;i2:1000/0/0,0,1816,1357,0.2527533039647577,175,71,0.5942857142857143,67,5,0.9253731343283582,FAIL,non_compliant,compat_runnable,12
h00034,data_structures,F3-O2,PASS,PASS,2,187982,1222,85.63813257217407,True,True,FUZZ_669/331/0,2,0,1,"matches=669, mismatches=331","matches=1000, mismatches=0",1000,1000,i1:669/331/0;i2:1000/0/0,0,1816,1336,0.2643171806167401,175,71,0.5942857142857143,67,5,0.9253731343283582,FAIL,non_compliant,compat_runnable,12
h00034,data_structures,F3-O3,PASS,PASS,2,224297,3186,125.10269021987915,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,1,1816,1336,0.2643171806167401,175,71,0.5942857142857143,67,5,0.9253731343283582,FAIL,non_compliant,compat_runnable,12
h00035,data_structures,B0,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,22904,3968,27.01189880000311,True,True,FUZZ_722/278/0,1,0,0,,,1000,722,i1:722/278/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00035,data_structures,B1,PASS,PASS,2,51984,7950,41.06905746459961,True,True,FUZZ_728/272/0,2,0,1,"matches=728, mismatches=272","matches=1000, mismatches=0",1000,1000,i1:728/272/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00035,data_structures,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,14710,472,7.8545753955841064,True,True,FUZZ_703/297/0,1,0,0,"matches=703, mismatches=297","matches=703, mismatches=297",1000,703,i1:703/297/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00035,data_structures,B3,PASS,PASS,3,75640,1432,50.52299118041992,True,True,FUZZ_0/1000/0,3,0,2,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:157/843/0;i3:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00035,data_structures,F3-O1,PASS,PASS,1,52673,533,16.748703479766846,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1621,990,0.3892658852560148,142,53,0.6267605633802817,51,5,0.9019607843137255,FAIL,non_compliant,compat_runnable,17
h00035,data_structures,F3-O2,PASS,PASS,3,251821,1641,152.49298238754272,True,True,FUZZ_155/845/0,3,0,2,"matches=155, mismatches=845","matches=1000, mismatches=0",1000,1000,i1:155/845/0;i2:344/656/0;i3:1000/0/0,0,1621,989,0.38988278840222085,142,53,0.6267605633802817,51,5,0.9019607843137255,FAIL,non_compliant,compat_runnable,17
h00035,data_structures,F3-O3,PASS,PASS,1,53406,497,18.30523109436035,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1621,989,0.38988278840222085,142,53,0.6267605633802817,51,5,0.9019607843137255,FAIL,non_compliant,compat_runnable,17
h00036,checksums_formats,B0,INCONCLUSIVE,RecoveryError: LLM response still contains unsupported decompiler artifact: decompiler undefined-width type.,1,15843,1698,22.53410212699964,False,False,NO_COMPLETED_VALIDATION,0,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00036,checksums_formats,B1,PASS,PASS,2,28283,1950,25.353148937225342,False,True,REJECT_IMPORT_THUNK,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00036,checksums_formats,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,10956,218,8.645985126495361,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00036,checksums_formats,B3,PASS,PASS,2,26555,416,16.10440230369568,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00036,checksums_formats,F3-O1,PASS,PASS,2,52717,711,45.02271628379822,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,1004,120,0.8804780876494024,87,15,0.8275862068965517,26,1,0.9615384615384616,PASS,non_compliant,compat_runnable,4
h00036,checksums_formats,F3-O2,PASS,PASS,2,45609,725,35.84221792221069,True,True,FUZZ_0/1000/0,2,0,1,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:1000/0/0,0,1004,120,0.8804780876494024,87,15,0.8275862068965517,26,1,0.9615384615384616,PASS,non_compliant,compat_runnable,4
h00036,checksums_formats,F3-O3,PASS,PASS,3,99259,854,95.84847116470337,True,True,FUZZ_0/1000/0,3,0,2,"matches=0, mismatches=1000","matches=1000, mismatches=0",1000,1000,i1:0/1000/0;i2:0/1000/0;i3:1000/0/0,0,1004,120,0.8804780876494024,87,15,0.8275862068965517,26,1,0.9615384615384616,PASS,non_compliant,compat_runnable,4
h00037,checksums_formats,B0,FAIL_COMPILE,UNDECLARED_SYMBOL,1,17761,2438,24.229438681002648,False,False,COMPILE_UNDECLARED_SYMBOL,1,0,0,,,0,0,,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00037,checksums_formats,B1,PASS,PASS,1,16599,1294,17.216174364089966,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00037,checksums_formats,B2,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,1,10838,298,7.275057554244995,True,True,FUZZ_0/1000/0,1,0,0,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00037,checksums_formats,B3,FAIL_BEHAVIORAL,FAIL_BEHAVIORAL,5,156091,1835,152.8255455493927,True,True,FUZZ_0/1000/0,5,0,5,"matches=0, mismatches=1000","matches=0, mismatches=1000",1000,0,i1:0/1000/0;i2:0/1000/0;i3:884/116/0;i4:999/1/0;i5:0/1000/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00037,checksums_formats,F3-O1,PASS,PASS,1,42480,317,20.565199851989746,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1129,626,0.4455270150575731,108,38,0.6481481481481481,33,4,0.8787878787878788,FAIL,non_compliant,compat_runnable,12
h00037,checksums_formats,F3-O2,PASS,PASS,1,62440,336,47.298702239990234,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1129,619,0.45172719220549157,108,38,0.6481481481481481,33,4,0.8787878787878788,FAIL,non_compliant,compat_runnable,12
h00037,checksums_formats,F3-O3,PASS,PASS,1,45663,370,27.366071462631226,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,1129,619,0.45172719220549157,108,38,0.6481481481481481,33,4,0.8787878787878788,FAIL,non_compliant,compat_runnable,12
h00038,checksums_formats,B0,PASS,PASS,1,24728,3305,25.87022309799795,True,True,FUZZ_1000/0/0,1,0,0,,,1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
h00038,checksums_formats,B1,PASS,PASS,1,21478,4328,18.873780727386475,True,True,FUZZ_1000/0/0,1,0,0,"matches=1000, mismatches=0","matches=1000, mismatches=0",1000,1000,i1:1000/0/0,0,0,0,0.0,0,0,0.0,0,0,0.0,,,,
